Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2018-19,2018-11-11T00:00:00Z,Arsenal,Wolves,1,1,D,0,1,A
2018-19,2018-11-11T00:00:00Z,Chelsea,Everton,0,0,D,0,0,D
2018-19,2018-11-11T00:00:00Z,Liverpool,Fulham,2,0,H,1,0,H
2018-19,2018-11-11T00:00:00Z,Man City,Man United,3,1,H,1,0,H
2018-19,2018-11-24T00:00:00Z,Brighton,Leicester,1,1,D,1,0,H
2018-19,2018-11-24T00:00:00Z,Everton,Cardiff,1,0,H,0,0,D
2018-19,2018-11-24T00:00:00Z,Fulham,Southampton,3,2,H,2,1,H
2018-19,2018-11-24T00:00:00Z,Man United,Crystal Palace,0,0,D,0,0,D
2018-19,2018-11-24T00:00:00Z,Tottenham,Chelsea,3,1,H,2,0,H
2018-19,2018-11-24T00:00:00Z,Watford,Liverpool,0,3,A,0,0,D
2018-19,2018-11-24T00:00:00Z,West Ham,Man City,0,4,A,0,3,A
2018-19,2018-11-25T00:00:00Z,Bournemouth,Arsenal,1,2,A,1,1,D
2018-19,2018-11-25T00:00:00Z,Wolves,Huddersfield,0,2,A,0,1,A
2018-19,2018-11-26T00:00:00Z,Burnley,Newcastle,1,2,A,1,2,A
2018-19,2018-11-30T00:00:00Z,Cardiff,Wolves,2,1,H,0,1,A
2018-19,2018-12-01T00:00:00Z,Crystal Palace,Burnley,2,0,H,1,0,H
2018-19,2018-12-01T00:00:00Z,Huddersfield,Brighton,1,2,A,1,1,D
2018-19,2018-12-01T00:00:00Z,Leicester,Watford,2,0,H,2,0,H
2018-19,2018-12-01T00:00:00Z,Man City,Bournemouth,3,1,H,1,1,D
2018-19,2018-12-01T00:00:00Z,Newcastle,West Ham,0,3,A,0,1,A
2018-19,2018-12-01T00:00:00Z,Southampton,Man United,2,2,D,2,2,D
2018-19,2018-12-02T00:00:00Z,Arsenal,Tottenham,4,2,H,1,2,A
2018-19,2018-12-02T00:00:00Z,Chelsea,Fulham,2,0,H,1,0,H
2018-19,2018-12-02T00:00:00Z,Liverpool,Everton,1,0,H,0,0,D
2018-19,2018-12-04T00:00:00Z,Bournemouth,Huddersfield,2,1,H,2,1,H
2018-19,2018-12-04T00:00:00Z,Brighton,Crystal Palace,3,1,H,3,0,H
2018-19,2018-12-04T00:00:00Z,Watford,Man City,1,2,A,0,1,A
2018-19,2018-12-04T00:00:00Z,West Ham,Cardiff,3,1,H,0,0,D
2018-19,2018-12-05T00:00:00Z,Burnley,Liverpool,1,3,A,0,0,D
2018-19,2018-12-05T00:00:00Z,Everton,Newcastle,1,1,D,1,1,D
2018-19,2018-12-05T00:00:00Z,Fulham,Leicester,1,1,D,1,0,H
2018-19,2018-12-05T00:00:00Z,Man United,Arsenal,2,2,D,1,1,D
2018-19,2018-12-05T00:00:00Z,Tottenham,Southampton,3,1,H,1,0,H
2018-19,2018-12-05T00:00:00Z,Wolves,Chelsea,2,1,H,0,1,A
2018-19,2018-12-08T00:00:00Z,Arsenal,Huddersfield,1,0,H,0,0,D
2018-19,2018-12-08T00:00:00Z,Bournemouth,Liverpool,0,4,A,0,1,A
2018-19,2018-12-08T00:00:00Z,Burnley,Brighton,1,0,H,1,0,H
2018-19,2018-12-08T00:00:00Z,Cardiff,Southampton,1,0,H,0,0,D
2018-19,2018-12-08T00:00:00Z,Chelsea,Man City,2,0,H,1,0,H
2018-19,2018-12-08T00:00:00Z,Leicester,Tottenham,0,2,A,0,1,A
2018-19,2018-12-08T00:00:00Z,Man United,Fulham,4,1,H,3,0,H
2018-19,2018-12-08T00:00:00Z,West Ham,Crystal Palace,3,2,H,0,1,A
2018-19,2018-12-09T00:00:00Z,Newcastle,Wolves,1,2,A,1,1,D
2018-19,2018-12-10T00:00:00Z,Everton,Watford,2,2,D,1,0,H
2018-19,2018-12-15T00:00:00Z,Crystal Palace,Leicester,1,0,H,1,0,H
2018-19,2018-12-15T00:00:00Z,Fulham,West Ham,0,2,A,0,2,A
2018-19,2018-12-15T00:00:00Z,Huddersfield,Newcastle,0,1,A,0,0,D
2018-19,2018-12-15T00:00:00Z,Man City,Everton,3,1,H,1,0,H
2018-19,2018-12-15T00:00:00Z,Tottenham,Burnley,1,0,H,0,0,D
2018-19,2018-12-15T00:00:00Z,Watford,Cardiff,3,2,H,1,0,H
2018-19,2018-12-15T00:00:00Z,Wolves,Bournemouth,2,0,H,1,0,H
2018-19,2018-12-16T00:00:00Z,Brighton,Chelsea,1,2,A,0,2,A
2018-19,2018-12-16T00:00:00Z,Liverpool,Man United,3,1,H,1,1,D
2018-19,2018-12-16T00:00:00Z,Southampton,Arsenal,3,2,H,2,1,H
2018-19,2018-12-21T00:00:00Z,Wolves,Liverpool,0,2,A,0,1,A
2018-19,2018-12-22T00:00:00Z,Arsenal,Burnley,3,1,H,1,0,H
2018-19,2018-12-22T00:00:00Z,Bournemouth,Brighton,2,0,H,1,0,H
2018-19,2018-12-22T00:00:00Z,Cardiff,Man United,1,5,A,1,3,A
2018-19,2018-12-22T00:00:00Z,Chelsea,Leicester,0,1,A,0,0,D
2018-19,2018-12-22T00:00:00Z,Huddersfield,Southampton,1,3,A,0,2,A
2018-19,2018-12-22T00:00:00Z,Man City,Crystal Palace,2,3,A,1,2,A
2018-19,2018-12-22T00:00:00Z,Newcastle,Fulham,0,0,D,0,0,D
2018-19,2018-12-22T00:00:00Z,West Ham,Watford,0,2,A,0,1,A
2018-19,2018-12-23T00:00:00Z,Everton,Tottenham,2,6,A,1,3,A
2018-19,2018-12-26T00:00:00Z,Brighton,Arsenal,1,1,D,1,1,D
2018-19,2018-12-26T00:00:00Z,Burnley,Everton,1,5,A,1,3,A
2018-19,2018-12-26T00:00:00Z,Crystal Palace,Cardiff,0,0,D,0,0,D
2018-19,2018-12-26T00:00:00Z,Fulham,Wolves,1,1,D,0,0,D
2018-19,2018-12-26T00:00:00Z,Leicester,Man City,2,1,H,1,1,D
2018-19,2018-12-26T00:00:00Z,Liverpool,Newcastle,4,0,H,1,0,H
2018-19,2018-12-26T00:00:00Z,Man United,Huddersfield,3,1,H,1,0,H
2018-19,2018-12-26T00:00:00Z,Tottenham,Bournemouth,5,0,H,3,0,H
2018-19,2018-12-26T00:00:00Z,Watford,Chelsea,1,2,A,1,1,D
2018-19,2018-12-27T00:00:00Z,Southampton,West Ham,1,2,A,0,0,D
2018-19,2018-12-29T00:00:00Z,Brighton,Everton,1,0,H,0,0,D
2018-19,2018-12-29T00:00:00Z,Fulham,Huddersfield,1,0,H,0,0,D
2018-19,2018-12-29T00:00:00Z,Leicester,Cardiff,0,1,A,0,0,D
2018-19,2018-12-29T00:00:00Z,Liverpool,Arsenal,5,1,H,4,1,H
2018-19,2018-12-29T00:00:00Z,Tottenham,Wolves,1,3,A,1,0,H
2018-19,2018-12-29T00:00:00Z,Watford,Newcastle,1,1,D,0,1,A
2018-19,2018-12-30T00:00:00Z,Burnley,West Ham,2,0,H,2,0,H
2018-19,2018-12-30T00:00:00Z,Crystal Palace,Chelsea,0,1,A,0,0,D
2018-19,2018-12-30T00:00:00Z,Man United,Bournemouth,4,1,H,3,1,H
2018-19,2018-12-30T00:00:00Z,Southampton,Man City,1,3,A,1,3,A
2018-19,2019-01-01T00:00:00Z,Arsenal,Fulham,4,1,H,1,0,H
2018-19,2019-01-01T00:00:00Z,Cardiff,Tottenham,0,3,A,0,3,A
2018-19,2019-01-01T00:00:00Z,Everton,Leicester,0,1,A,0,0,D
2018-19,2019-01-02T00:00:00Z,Bournemouth,Watford,3,3,D,3,3,D
2018-19,2019-01-02T00:00:00Z,Chelsea,Southampton,0,0,D,0,0,D
2018-19,2019-01-02T00:00:00Z,Huddersfield,Burnley,1,2,A,1,1,D
2018-19,2019-01-02T00:00:00Z,Newcastle,Man United,0,2,A,0,0,D
2018-19,2019-01-02T00:00:00Z,West Ham,Brighton,2,2,D,0,0,D
2018-19,2019-01-02T00:00:00Z,Wolves,Crystal Palace,0,2,A,0,0,D
2018-19,2019-01-03T00:00:00Z,Man City,Liverpool,2,1,H,1,0,H
2018-19,2019-01-12T00:00:00Z,Brighton,Liverpool,0,1,A,0,0,D
2018-19,2019-01-12T00:00:00Z,Burnley,Fulham,2,1,H,2,1,H
2018-19,2019-01-12T00:00:00Z,Cardiff,Huddersfield,0,0,D,0,0,D
2018-19,2019-01-12T00:00:00Z,Chelsea,Newcastle,2,1,H,1,1,D
2018-19,2019-01-12T00:00:00Z,Crystal Palace,Watford,1,2,A,1,0,H
2018-19,2019-01-12T00:00:00Z,Leicester,Southampton,1,2,A,0,2,A
2018-19,2019-01-12T00:00:00Z,West Ham,Arsenal,1,0,H,0,0,D
2018-19,2019-01-13T00:00:00Z,Everton,Bournemouth,2,0,H,0,0,D
2018-19,2019-01-13T00:00:00Z,Tottenham,Man United,0,1,A,0,1,A
2018-19,2019-01-14T00:00:00Z,Man City,Wolves,3,0,H,2,0,H
2018-19,2019-01-19T00:00:00Z,Arsenal,Chelsea,2,0,H,2,0,H
2018-19,2019-01-19T00:00:00Z,Bournemouth,West Ham,2,0,H,0,0,D
2018-19,2019-01-19T00:00:00Z,Liverpool,Crystal Palace,4,3,H,0,1,A
2018-19,2019-01-19T00:00:00Z,Man United,Brighton,2,1,H,2,0,H
2018-19,2019-01-19T00:00:00Z,Newcastle,Cardiff,3,0,H,1,0,H
2018-19,2019-01-19T00:00:00Z,Southampton,Everton,2,1,H,0,0,D
2018-19,2019-01-19T00:00:00Z,Watford,Burnley,0,0,D,0,0,D
2018-19,2019-01-19T00:00:00Z,Wolves,Leicester,4,3,H,2,0,H
2018-19,2019-01-20T00:00:00Z,Fulham,Tottenham,1,2,A,1,0,H
2018-19,2019-01-20T00:00:00Z,Huddersfield,Man City,0,3,A,0,1,A
2018-19,2019-01-29T00:00:00Z,Arsenal,Cardiff,2,1,H,0,0,D
2018-19,2019-01-29T00:00:00Z,Fulham,Brighton,4,2,H,0,2,A
2018-19,2019-01-29T00:00:00Z,Huddersfield,Everton,0,1,A,0,1,A
2018-19,2019-01-29T00:00:00Z,Man United,Burnley,2,2,D,0,0,D
2018-19,2019-01-29T00:00:00Z,Newcastle,Man City,2,1,H,0,1,A
2018-19,2019-01-29T00:00:00Z,Wolves,West Ham,3,0,H,0,0,D
2018-19,2019-01-30T00:00:00Z,Bournemouth,Chelsea,4,0,H,0,0,D
2018-19,2019-01-30T00:00:00Z,Liverpool,Leicester,1,1,D,1,1,D
2018-19,2019-01-30T00:00:00Z,Southampton,Crystal Palace,1,1,D,0,1,A
2018-19,2019-01-30T00:00:00Z,Tottenham,Watford,2,1,H,0,1,A
2018-19,2019-02-02T00:00:00Z,Brighton,Watford,0,0,D,0,0,D
2018-19,2019-02-02T00:00:00Z,Burnley,Southampton,1,1,D,0,0,D
2018-19,2019-02-02T00:00:00Z,Cardiff,Bournemouth,2,0,H,1,0,H
2018-19,2019-02-02T00:00:00Z,Chelsea,Huddersfield,5,0,H,2,0,H
2018-19,2019-02-02T00:00:00Z,Crystal Palace,Fulham,2,0,H,1,0,H
2018-19,2019-02-02T00:00:00Z,Everton,Wolves,1,3,A,1,2,A
2018-19,2019-02-02T00:00:00Z,Tottenham,Newcastle,1,0,H,0,0,D
2018-19,2019-02-03T00:00:00Z,Leicester,Man United,0,1,A,0,1,A
2018-19,2019-02-03T00:00:00Z,Man City,Arsenal,3,1,H,2,1,H
2018-19,2019-02-04T00:00:00Z,West Ham,Liverpool,1,1,D,1,1,D
2018-19,2019-02-06T00:00:00Z,Everton,Man City,0,2,A,0,1,A
2018-19,2019-02-09T00:00:00Z,Brighton,Burnley,1,3,A,0,1,A
2018-19,2019-02-09T00:00:00Z,Crystal Palace,West Ham,1,1,D,0,1,A
2018-19,2019-02-09T00:00:00Z,Fulham,Man United,0,3,A,0,2,A
2018-19,2019-02-09T00:00:00Z,Huddersfield,Arsenal,1,2,A,0,2,A
2018-19,2019-02-09T00:00:00Z,Liverpool,Bournemouth,3,0,H,2,0,H
2018-19,2019-02-09T00:00:00Z,Southampton,Cardiff,1,2,A,0,0,D
2018-19,2019-02-09T00:00:00Z,Watford,Everton,1,0,H,0,0,D
2018-19,2019-02-10T00:00:00Z,Man City,Chelsea,6,0,H,4,0,H
2018-19,2019-02-10T00:00:00Z,Tottenham,Leicester,3,1,H,1,0,H
2018-19,2019-02-11T00:00:00Z,Wolves,Newcastle,1,1,D,0,0,D
2018-19,2019-02-22T00:00:00Z,Cardiff,Watford,1,5,A,0,1,A
2018-19,2019-02-22T00:00:00Z,West Ham,Fulham,3,1,H,2,1,H
2018-19,2019-02-23T00:00:00Z,Bournemouth,Wolves,1,1,D,1,0,H
2018-19,2019-02-23T00:00:00Z,Burnley,Tottenham,2,1,H,0,0,D
2018-19,2019-02-23T00:00:00Z,Leicester,Crystal Palace,1,4,A,0,1,A
2018-19,2019-02-23T00:00:00Z,Newcastle,Huddersfield,2,0,H,0,0,D
2018-19,2019-02-24T00:00:00Z,Arsenal,Southampton,2,0,H,2,0,H
2018-19,2019-02-24T00:00:00Z,Man United,Liverpool,0,0,D,0,0,D
2018-19,2019-02-26T00:00:00Z,Cardiff,Everton,0,3,A,0,1,A
2018-19,2019-02-26T00:00:00Z,Huddersfield,Wolves,1,0,H,0,0,D
2018-19,2019-02-26T00:00:00Z,Leicester,Brighton,2,1,H,1,0,H
2018-19,2019-02-26T00:00:00Z,Newcastle,Burnley,2,0,H,2,0,H
2018-19,2019-02-27T00:00:00Z,Arsenal,Bournemouth,5,1,H,2,1,H
2018-19,2019-02-27T00:00:00Z,Chelsea,Tottenham,2,0,H,0,0,D
2018-19,2019-02-27T00:00:00Z,Crystal Palace,Man United,1,3,A,0,1,A
2018-19,2019-02-27T00:00:00Z,Liverpool,Watford,5,0,H,2,0,H
2018-19,2019-02-27T00:00:00Z,Man City,West Ham,1,0,H,0,0,D
2018-19,2019-02-27T00:00:00Z,Southampton,Fulham,2,0,H,2,0,H
2018-19,2019-03-02T00:00:00Z,Bournemouth,Man City,0,1,A,0,0,D
2018-19,2019-03-02T00:00:00Z,Brighton,Huddersfield,1,0,H,0,0,D
2018-19,2019-03-02T00:00:00Z,Burnley,Crystal Palace,1,3,A,0,1,A
2018-19,2019-03-02T00:00:00Z,Man United,Southampton,3,2,H,0,1,A
2018-19,2019-03-02T00:00:00Z,Tottenham,Arsenal,1,1,D,0,1,A
2018-19,2019-03-02T00:00:00Z,West Ham,Newcastle,2,0,H,2,0,H
2018-19,2019-03-02T00:00:00Z,Wolves,Cardiff,2,0,H,2,0,H
2018-19,2019-03-03T00:00:00Z,Everton,Liverpool,0,0,D,0,0,D
2018-19,2019-03-03T00:00:00Z,Fulham,Chelsea,1,2,A,1,2,A
2018-19,2019-03-03T00:00:00Z,Watford,Leicester,2,1,H,1,0,H
2018-19,2019-03-09T00:00:00Z,Cardiff,West Ham,2,0,H,1,0,H
2018-19,2019-03-09T00:00:00Z,Crystal Palace,Brighton,1,2,A,0,1,A
2018-19,2019-03-09T00:00:00Z,Huddersfield,Bournemouth,0,2,A,0,1,A
2018-19,2019-03-09T00:00:00Z,Leicester,Fulham,3,1,H,1,0,H
2018-19,2019-03-09T00:00:00Z,Man City,Watford,3,1,H,0,0,D
2018-19,2019-03-09T00:00:00Z,Newcastle,Everton,3,2,H,0,2,A
2018-19,2019-03-09T00:00:00Z,Southampton,Tottenham,2,1,H,0,1,A
2018-19,2019-03-10T00:00:00Z,Arsenal,Man United,2,0,H,1,0,H
2018-19,2019-03-10T00:00:00Z,Chelsea,Wolves,1,1,D,0,0,D
2018-19,2019-03-10T00:00:00Z,Liverpool,Burnley,4,2,H,2,1,H
2018-19,2019-03-16T00:00:00Z,Bournemouth,Newcastle,2,2,D,0,1,A
2018-19,2019-03-16T00:00:00Z,Burnley,Leicester,1,2,A,1,1,D
2018-19,2019-03-16T00:00:00Z,West Ham,Huddersfield,4,3,H,1,2,A
2018-19,2019-03-17T00:00:00Z,Everton,Chelsea,2,0,H,0,0,D
2018-19,2019-03-17T00:00:00Z,Fulham,Liverpool,1,2,A,0,1,A
2018-19,2019-03-30T00:00:00Z,Brighton,Southampton,0,1,A,0,0,D
2018-19,2019-03-30T00:00:00Z,Burnley,Wolves,2,0,H,1,0,H
2018-19,2019-03-30T00:00:00Z,Crystal Palace,Huddersfield,2,0,H,0,0,D
2018-19,2019-03-30T00:00:00Z,Fulham,Man City,0,2,A,0,2,A
2018-19,2019-03-30T00:00:00Z,Leicester,Bournemouth,2,0,H,1,0,H
2018-19,2019-03-30T00:00:00Z,Man United,Watford,2,1,H,1,0,H
2018-19,2019-03-30T00:00:00Z,West Ham,Everton,0,2,A,0,2,A
2018-19,2019-03-31T00:00:00Z,Cardiff,Chelsea,1,2,A,0,0,D
2018-19,2019-03-31T00:00:00Z,Liverpool,Tottenham,2,1,H,1,0,H
2018-19,2019-04-01T00:00:00Z,Arsenal,Newcastle,2,0,H,1,0,H
2018-19,2019-04-02T00:00:00Z,Watford,Fulham,4,1,H,1,1,D
2018-19,2019-04-02T00:00:00Z,Wolves,Man United,2,1,H,1,1,D
2018-19,2019-04-03T00:00:00Z,Chelsea,Brighton,3,0,H,1,0,H
2018-19,2019-04-03T00:00:00Z,Man City,Cardiff,2,0,H,2,0,H
2018-19,2019-04-03T00:00:00Z,Tottenham,Crystal Palace,2,0,H,0,0,D
2018-19,2019-04-05T00:00:00Z,Southampton,Liverpool,1,3,A,1,1,D
2018-19,2019-04-06T00:00:00Z,Bournemouth,Burnley,1,3,A,1,2,A
2018-19,2019-04-06T00:00:00Z,Huddersfield,Leicester,1,4,A,0,1,A
2018-19,2019-04-06T00:00:00Z,Newcastle,Crystal Palace,0,1,A,0,0,D
2018-19,2019-04-07T00:00:00Z,Everton,Arsenal,1,0,H,1,0,H
2018-19,2019-04-08T00:00:00Z,Chelsea,West Ham,2,0,H,1,0,H
2018-19,2019-04-12T00:00:00Z,Leicester,Newcastle,0,1,A,0,1,A
2018-19,2019-04-13T00:00:00Z,Brighton,Bournemouth,0,5,A,0,1,A
2018-19,2019-04-13T00:00:00Z,Burnley,Cardiff,2,0,H,1,0,H
2018-19,2019-04-13T00:00:00Z,Fulham,Everton,2,0,H,0,0,D
2018-19,2019-04-13T00:00:00Z,Man United,West Ham,2,1,H,1,0,H
2018-19,2019-04-13T00:00:00Z,Southampton,Wolves,3,1,H,2,1,H
2018-19,2019-04-13T00:00:00Z,Tottenham,Huddersfield,4,0,H,2,0,H
2018-19,2019-04-14T00:00:00Z,Crystal Palace,Man City,1,3,A,0,1,A
2018-19,2019-04-14T00:00:00Z,Liverpool,Chelsea,2,0,H,0,0,D
2018-19,2019-04-15T00:00:00Z,Watford,Arsenal,0,1,A,0,1,A
2018-19,2019-04-16T00:00:00Z,Brighton,Cardiff,0,2,A,0,1,A
2018-19,2019-04-20T00:00:00Z,Bournemouth,Fulham,0,1,A,0,0,D
2018-19,2019-04-20T00:00:00Z,Huddersfield,Watford,1,2,A,0,1,A
2018-19,2019-04-20T00:00:00Z,Man City,Tottenham,1,0,H,1,0,H
2018-19,2019-04-20T00:00:00Z,Newcastle,Southampton,3,1,H,2,0,H
2018-19,2019-04-20T00:00:00Z,West Ham,Leicester,2,2,D,1,0,H
2018-19,2019-04-20T00:00:00Z,Wolves,Brighton,0,0,D,0,0,D
2018-19,2019-04-21T00:00:00Z,Arsenal,Crystal Palace,2,3,A,0,1,A
2018-19,2019-04-21T00:00:00Z,Cardiff,Liverpool,0,2,A,0,0,D
2018-19,2019-04-21T00:00:00Z,Everton,Man United,4,0,H,2,0,H
2018-19,2019-04-22T00:00:00Z,Chelsea,Burnley,2,2,D,2,2,D
2018-19,2019-04-23T00:00:00Z,Tottenham,Brighton,1,0,H,0,0,D
2018-19,2019-04-23T00:00:00Z,Watford,Southampton,1,1,D,0,1,A
2018-19,2019-04-24T00:00:00Z,Man United,Man City,0,2,A,0,0,D
2018-19,2019-04-24T00:00:00Z,Wolves,Arsenal,3,1,H,3,0,H
2018-19,2019-04-26T00:00:00Z,Liverpool,Huddersfield,5,0,H,3,0,H
2018-19,2019-04-27T00:00:00Z,Brighton,Newcastle,1,1,D,0,1,A
2018-19,2019-04-27T00:00:00Z,Crystal Palace,Everton,0,0,D,0,0,D
2018-19,2019-04-27T00:00:00Z,Fulham,Cardiff,1,0,H,0,0,D
2018-19,2019-04-27T00:00:00Z,Southampton,Bournemouth,3,3,D,1,2,A
2018-19,2019-04-27T00:00:00Z,Tottenham,West Ham,0,1,A,0,0,D
2018-19,2019-04-27T00:00:00Z,Watford,Wolves,1,2,A,0,1,A
2018-19,2019-04-28T00:00:00Z,Burnley,Man City,0,1,A,0,0,D
2018-19,2019-04-28T00:00:00Z,Leicester,Arsenal,3,0,H,0,0,D
2018-19,2019-04-28T00:00:00Z,Man United,Chelsea,1,1,D,1,1,D
2018-19,2019-05-03T00:00:00Z,Everton,Burnley,2,0,H,2,0,H
2018-19,2019-05-04T00:00:00Z,Bournemouth,Tottenham,1,0,H,0,0,D
2018-19,2019-05-04T00:00:00Z,Cardiff,Crystal Palace,2,3,A,1,2,A
2018-19,2019-05-04T00:00:00Z,Newcastle,Liverpool,2,3,A,1,2,A
2018-19,2019-05-04T00:00:00Z,West Ham,Southampton,3,0,H,1,0,H
2018-19,2019-05-04T00:00:00Z,Wolves,Fulham,1,0,H,0,0,D
2018-19,2019-05-05T00:00:00Z,Arsenal,Brighton,1,1,D,1,0,H
2018-19,2019-05-05T00:00:00Z,Chelsea,Watford,3,0,H,0,0,D
2018-19,2019-05-05T00:00:00Z,Huddersfield,Man United,1,1,D,0,1,A
2018-19,2019-05-06T00:00:00Z,Man City,Leicester,1,0,H,0,0,D
2018-19,2019-05-12T00:00:00Z,Brighton,Man City,1,4,A,1,2,A
2018-19,2019-05-12T00:00:00Z,Burnley,Arsenal,1,3,A,0,0,D
2018-19,2019-05-12T00:00:00Z,Crystal Palace,Bournemouth,5,3,H,3,1,H
2018-19,2019-05-12T00:00:00Z,Fulham,Newcastle,0,4,A,0,2,A
2018-19,2019-05-12T00:00:00Z,Leicester,Chelsea,0,0,D,0,0,D
2018-19,2019-05-12T00:00:00Z,Liverpool,Wolves,2,0,H,1,0,H
2018-19,2019-05-12T00:00:00Z,Man United,Cardiff,0,2,A,0,1,A
2018-19,2019-05-12T00:00:00Z,Southampton,Huddersfield,1,1,D,1,0,H
2018-19,2019-05-12T00:00:00Z,Tottenham,Everton,2,2,D,1,0,H
2018-19,2019-05-12T00:00:00Z,Watford,West Ham,1,4,A,0,2,A
2019-20,2019-08-09T20:00:00Z,Liverpool,Norwich,4,1,H,4,0,H
2019-20,2019-08-10T12:30:00Z,West Ham,Man City,0,5,A,0,1,A
2019-20,2019-08-10T15:00:00Z,Bournemouth,Sheffield United,1,1,D,0,0,D
2019-20,2019-08-10T15:00:00Z,Burnley,Southampton,3,0,H,0,0,D
2019-20,2019-08-10T15:00:00Z,Crystal Palace,Everton,0,0,D,0,0,D
2019-20,2019-08-10T15:00:00Z,Watford,Brighton,0,3,A,0,1,A
2019-20,2019-08-10T17:30:00Z,Tottenham,Aston Villa,3,1,H,0,1,A
2019-20,2019-08-11T14:00:00Z,Leicester,Wolves,0,0,D,0,0,D
2019-20,2019-08-11T14:00:00Z,Newcastle,Arsenal,0,1,A,0,0,D
2019-20,2019-08-11T16:30:00Z,Man United,Chelsea,4,0,H,1,0,H
2019-20,2019-08-17T12:30:00Z,Arsenal,Burnley,2,1,H,1,1,D
2019-20,2019-08-17T15:00:00Z,Aston Villa,Bournemouth,1,2,A,0,2,A
2019-20,2019-08-17T15:00:00Z,Brighton,West Ham,1,1,D,0,0,D
2019-20,2019-08-17T15:00:00Z,Everton,Watford,1,0,H,1,0,H
2019-20,2019-08-17T15:00:00Z,Norwich,Newcastle,3,1,H,1,0,H
2019-20,2019-08-17T15:00:00Z,Southampton,Liverpool,1,2,A,0,1,A
2019-20,2019-08-17T17:30:00Z,Man City,Tottenham,2,2,D,2,1,H
2019-20,2019-08-18T14:00:00Z,Sheffield United,Crystal Palace,1,0,H,0,0,D
2019-20,2019-08-18T16:30:00Z,Chelsea,Leicester,1,1,D,1,0,H
2019-20,2019-08-19T20:00:00Z,Wolves,Man United,1,1,D,0,1,A
2019-20,2019-08-23T20:00:00Z,Aston Villa,Everton,2,0,H,1,0,H
2019-20,2019-08-24T12:30:00Z,Norwich,Chelsea,2,3,A,2,2,D
2019-20,2019-08-24T15:00:00Z,Brighton,Southampton,0,2,A,0,0,D
2019-20,2019-08-24T15:00:00Z,Man United,Crystal Palace,1,2,A,0,1,A
2019-20,2019-08-24T15:00:00Z,Sheffield United,Leicester,1,2,A,0,1,A
2019-20,2019-08-24T15:00:00Z,Watford,West Ham,1,3,A,1,1,D
2019-20,2019-08-24T17:30:00Z,Liverpool,Arsenal,3,1,H,1,0,H
2019-20,2019-08-25T14:00:00Z,Bournemouth,Man City,1,3,A,1,2,A
2019-20,2019-08-25T16:30:00Z,Tottenham,Newcastle,0,1,A,0,1,A
2019-20,2019-08-25T16:30:00Z,Wolves,Burnley,1,1,D,0,1,A
2019-20,2019-08-31T12:30:00Z,Southampton,Man United,1,1,D,0,1,A
2019-20,2019-08-31T15:00:00Z,Chelsea,Sheffield United,2,2,D,2,0,H
2019-20,2019-08-31T15:00:00Z,Crystal Palace,Aston Villa,1,0,H,0,0,D
2019-20,2019-08-31T15:00:00Z,Leicester,Bournemouth,3,1,H,2,1,H
2019-20,2019-08-31T15:00:00Z,Man City,Brighton,4,0,H,2,0,H
2019-20,2019-08-31T15:00:00Z,Newcastle,Watford,1,1,D,1,1,D
2019-20,2019-08-31T15:00:00Z,West Ham,Norwich,2,0,H,1,0,H
2019-20,2019-08-31T17:30:00Z,Burnley,Liverpool,0,3,A,0,2,A
2019-20,2019-09-01T14:00:00Z,Everton,Wolves,3,2,H,2,1,H
2019-20,2019-09-01T16:30:00Z,Arsenal,Tottenham,2,2,D,1,2,A
2019-20,2019-09-14T12:30:00Z,Liverpool,Newcastle,3,1,H,2,1,H
2019-20,2019-09-14T15:00:00Z,Brighton,Burnley,1,1,D,0,0,D
2019-20,2019-09-14T15:00:00Z,Man United,Leicester,1,0,H,1,0,H
2019-20,2019-09-14T15:00:00Z,Sheffield United,Southampton,0,1,A,0,0,D
2019-20,2019-09-14T15:00:00Z,Tottenham,Crystal Palace,4,0,H,4,0,H
2019-20,2019-09-14T15:00:00Z,Wolves,Chelsea,2,5,A,0,3,A
2019-20,2019-09-14T17:30:00Z,Norwich,Man City,3,2,H,2,1,H
2019-20,2019-09-15T14:00:00Z,Bournemouth,Everton,3,1,H,1,1,D
2019-20,2019-09-15T16:30:00Z,Watford,Arsenal,2,2,D,0,2,A
2019-20,2019-09-16T20:00:00Z,Aston Villa,West Ham,0,0,D,0,0,D
2019-20,2019-09-20T20:00:00Z,Southampton,Bournemouth,1,3,A,0,2,A
2019-20,2019-09-21T12:30:00Z,Leicester,Tottenham,2,1,H,0,1,A
2019-20,2019-09-21T15:00:00Z,Burnley,Norwich,2,0,H,2,0,H
2019-20,2019-09-21T15:00:00Z,Everton,Sheffield United,0,2,A,0,1,A
2019-20,2019-09-21T15:00:00Z,Man City,Watford,8,0,H,5,0,H
2019-20,2019-09-21T17:30:00Z,Newcastle,Brighton,0,0,D,0,0,D
2019-20,2019-09-22T14:00:00Z,Crystal Palace,Wolves,1,1,D,0,0,D
2019-20,2019-09-22T14:00:00Z,West Ham,Man United,2,0,H,1,0,H
2019-20,2019-09-22T16:30:00Z,Arsenal,Aston Villa,3,2,H,0,1,A
2019-20,2019-09-22T16:30:00Z,Chelsea,Liverpool,1,2,A,0,2,A
2019-20,2019-09-28T12:30:00Z,Sheffield United,Liverpool,0,1,A,0,0,D
